43869;42216;92364
45276;47108;90957
43174;44279;93177
42614;45341;88065
46203;41205;90260
44070;45614;87685
43156;44552;88432
44147;46468;84451
46354;46514;87631
45599;46605;87728
44907;43914;95060
46037;41992;86753
44120;40711;91553
42060;48148;93156
44250;50255;81343
44603;43184;96587
43933;41772;90248
46544;43022;89010
44576;43173;88426
46509;40912;88783
46555;42761;95626
44201;43471;97248
46279;47001;89605
46917;45651;92706
43943;48351;83917
44555;43227;97304
46253;44826;93206
44248;42935;94899
44091;48970;85927
46688;42544;89152
44691;45411;93904
44121;47424;93706
46036;45826;83734
44386;44626;89223
44646;43324;87536
43629;49752;91393
47636;42004;88509
45380;42338;95116
45852;45486;89444
44106;47530;87676
43868;43645;89930
45083;45920;91256
45614;42264;91142
44180;43618;89496
45128;44710;89184
47025;43088;93329
44879;42710;90548
43975;46432;93502
44261;44435;90415
47154;46211;88426
46311;45952;89458
46315;46154;86741
44203;46967;85907
46124;43686;90871
45034;43615;90932
44408;43007;91763
45183;44102;92525
46509;44248;85458
46235;42206;87149
45322;46922;83666
44046;44598;87571
44885;46610;84923
44344;43460;91230
46378;42025;94787
45735;46529;83096
43967;46809;83981
43916;47866;84904
44391;47731;88475
44552;45869;94185
44969;40906;94942
44730;47244;83453
43936;43399;96101
46514;46341;84539
44051;44613;91162
46269;46455;82451
46499;40803;95414
46424;41248;91982
46004;41223;96187
43789;42099;92136
46308;42542;91038
45756;42146;88067
45451;45744;88029
46366;43608;86164
44598;43791;92690
46298;41324;96442
45629;41389;85984
44947;44514;87473
45520;45345;92762
46235;45388;91220
44237;47695;84707
44580;47339;93461
45385;46175;89312
43933;42977;96458
44534;44286;88389
45007;46412;85933
43979;46726;93541
45329;46250;92808
44102;45243;95743
44796;45496;89054
44433;47132;84079
46140;46364;84823
43939;47922;83507
46786;45213;93348
45146;46568;86559
45971;44289;95020
46316;43415;93856
46188;45534;87826
45715;43966;93889
44657;45028;94683
45360;45686;86658
45275;44112;88650
47196;45643;85171
44608;42693;94009
45875;43492;85604
46567;40313;97721
47381;42138;92366
46325;42114;95409
47139;41139;86884
45716;42855;90739
43931;46662;90244
45589;43326;89711
46394;43970;94795
44097;45993;86708
45278;45091;90762
46003;43783;87724
43974;47954;83672
45493;43222;95345
46212;41153;96295
43889;43405;93983
44130;47051;89795
44847;47237;88942
44256;43124;95381
44083;42884;94288
46724;43818;84780
44035;48254;89989
44961;40936;89250
43298;48581;85066
46387;44174;86123
44624;46906;83374
46197;45449;93737
44218;47143;90365
43160;43418;98144
43890;44156;89353
45450;46099;93815
43860;48651;85657
47260;40413;87789
45621;41079;96746
45243;42145;90650
44612;44552;95720
43886;43703;87721
46265;41684;89900
46381;40329;89280
43420;43958;92019
46537;45140;92676
46515;48053;89132
46493;41414;90792
44622;46676;91822
44620;43789;94826
45741;41896;88253
44465;47327;90812
44734;46477;86228
46295;44061;93851
46501;41100;96065
44091;43623;97550
43980;46975;86997
45686;43583;95877
44483;43345;90502
44048;45922;85451
46197;41512;91797
44293;50443;82687
43982;51554;80153
46369;45811;85270
44358;46067;92751
44106;44428;88783
44358;43271;95393
45203;46198;83522
43949;42973;96538
44667;42304;91109
46369;45472;84789
44110;44328;88347
44322;43065;89071
43930;47838;83478
46254;41903;96362
43507;45431;91118
44537;47378;86005
47565;43736;93635
43071;46348;95787
42738;49493;90467
44302;41466;96031
46272;46324;84554
46508;45086;85574
44951;44834;88040
45485;45421;85088
44356;44379;89387
44229;45555;90232
46489;44195;92154
46565;44598;83561
44190;43162;91435
44243;47765;89668
46417;42020;88354
46395;43004;90189
45512;41491;92015
44678;46727;84720
44217;44454;95846
45836;42287;93795
44774;46775;92463
44449;40925;93084
44173;43441;95409
44948;42890;93411
44300;43219;87258
58376;31117;95534
45715;46253;85843
45003;41994;91331
44183;46919;93693
46390;45575;84685
44935;42701;97117
44412;50151;82954
43916;44631;96326
45087;41967;94593
45936;44101;93984
44962;42877;89504
56888;33496;91532
44971;43908;94025
45788;42479;87623
45543;43361;86605
45784;45625;93726
44765;43667;90656
45553;39891;91286
43973;44147;90693
44155;43300;96866
46381;40144;92649
42586;49720;85645
46359;45522;84552
43889;43946;95635
44248;44386;94095
45440;45972;87723
44836;43926;90779
44357;43545;92881
46133;43502;90328
43966;44987;96443
47084;40241;91180
44921;46802;91604
46060;43155;93491
46353;45093;83882
45544;44268;85738
45880;44831;91703
43984;47337;82848
46102;40692;95772
45718;46380;82817
47082;42875;93570
44317;46833;85382
45646;45790;84232
44841;46704;84787
44548;47722;91818
43915;47461;89297
46015;44732;90867
44525;48111;87699
45081;45194;88494
45044;46933;86800
45724;43212;92200
44718;45769;86097
46297;44498;92452
45761;46854;84934
44523;44111;89226
44341;43810;89479
45492;43539;94908
43977;46108;89524
46779;41893;93047
45373;43423;90191
44359;44139;94487
43909;44151;95797
44127;43412;96277
44580;47633;89947
44026;44338;96291
45791;46866;89767
44360;47402;88892
44483;43708;91647
45890;46559;91724
46083;41637;96369
43950;43771;89881
44284;47178;83141
46485;42848;95860
44607;47183;90657
44244;48660;89618
46037;47659;93310
44669;47247;87514
44334;46304;92398
45199;47584;88248
44527;47134;87357
44855;46510;83271
46327;42161;53186
46135;40940;89059
46258;43056;90900
44929;48164;91002
44428;45990;90333
44379;47200;93674
44235;47228;90837
46277;45148;92111
