2690;3731;2220;8127;2265
25068;21907;5508;37254;8616
39631;35791;10092;60721;23132
30978;29932;12796;51319;30878
34422;32613;15090;52812;34330
28472;29138;10653;46627;24132
20441;20257;9552;34291;21362
25291;25787;12172;42237;27271
18409;21677;10551;37384;24005
21651;24185;12815;41118;28912
22330;23929;11220;42761;26271
21090;22743;7963;40964;19845
11888;13628;5175;24564;10927
9749;10893;5575;19625;11592
14496;14837;7505;25529;14976
16332;18253;6805;33484;11647
16390;19047;6184;36007;11229
23508;22890;6687;43137;12249
22377;24070;5994;45682;11763
21226;22552;8000;40118;17619
51848;44537;13020;72225;22905
55871;50436;10918;80977;18614
48565;43284;10190;70062;19665
48229;47953;9821;78460;21096
37152;39946;12139;71679;26025
45338;47835;7648;83524;16016
52837;49851;7354;85338;14978
45089;43967;9668;77480;18862
43419;40492;13767;67074;27974
28689;29837;10266;51927;22838
35204;36878;10139;65660;24322
45812;46530;9755;79485;21089
18178;25047;7443;47668;23706
24805;26171;10029;44485;20473
12398;17228;4932;31686;12005
16227;21529;6249;39034;15733
15267;18663;3821;33408;7210
14357;19443;3718;33697;7199
14446;19355;3758;33487;6740
14122;18175;4177;30911;7817
11607;14682;7537;28334;20240
10836;14369;7383;25780;17962
13923;16197;4102;29911;7655
8579;11467;3992;18539;5652
5795;8078;4384;11802;7147
7074;8706;5301;12629;8091
7092;7749;5197;11724;7557
7623;8768;5544;13012;8131
4998;6675;3388;9715;4894
3611;5207;2833;8007;3764
1480;2554;2219;3510;2225
4244;7423;2511;12812;3357
10335;16392;3660;29343;7329
18547;27744;7694;51867;20902
30037;47741;17114;90199;51179
30405;48509;13420;89349;39269
15874;24860;9556;48310;28228
17962;26768;10968;47717;25860
10249;14169;4700;22783;8511
17280;22801;8353;44543;18960
20109;31889;8180;61490;20021
11980;17562;4855;35440;10352
11147;17868;6172;28419;13680
11684;20869;8055;38036;21987
9003;14147;5210;22870;11075
6284;8969;3414;15684;6470
7464;10388;2784;16709;3886
6131;9018;2583;14147;3383
8873;12777;5559;23129;13806
9743;14324;6146;26027;15365
7155;9391;4026;16789;8060
9199;12678;4166;26754;10081
7417;14072;3370;30913;6342
1557;2547;2436;3000;2606
6951;10215;4763;15912;8448
22736;28145;15563;46043;39666
25251;27450;19082;45922;48480
25599;25808;23542;34831;50339
22075;25642;22066;39922;56788
21111;25705;19421;39330;48548
25328;27315;12680;41581;24567
24092;28114;10653;44229;22345
30947;36556;12750;60078;29828
33020;36473;12037;61806;27684
31328;35529;11402;57405;25256
26060;31030;12090;46882;26350
25973;31390;14797;52016;38548
34584;42312;21089;72236;56202
50779;58436;31171;100767;80181
65144;58596;38110;86473;75803
80085;83092;74200;123238;175612
47469;57725;36213;91541;94591
40738;45307;37858;64867;83238
57571;62488;59403;96546;143147
23850;26628;16080;43878;35523
53260;46526;49053;57940;86456
51797;54119;49769;80195;115363
31933;40223;29279;57961;66257
45641;52030;55602;91557;161724
55539;71406;72503;125754;211538
36710;48608;42077;82166;121446
31815;40631;15819;58732;36167
26561;29275;14863;37709;27563
16279;18486;12413;26252;23960
21721;24931;16719;34098;32753
65125;80826;31952;120502;82081
53293;60853;25721;90455;62444
41187;47109;26156;72517;66047
26650;31219;16258;49571;41277
25216;36041;7726;69872;19541
24680;30936;9436;52148;23747
9750;11748;6362;16676;11303
7668;9304;5419;12851;9388
7615;9431;5317;13718;9981
9069;11342;5786;19514;13348
12558;18609;7113;32010;19198
22677;26171;15618;47801;42419
31914;48931;15280;85337;49574
39522;51697;12831;93941;39757
52230;70892;12690;125171;39708
40536;55914;17055;99722;52721
34063;41621;12998;74426;37586
24367;28248;6985;48488;17044
74048;83862;27275;128451;63498
92277;104967;18846;158677;46085
95752;99914;24722;148226;52148
101199;104522;27881;143356;59901
77484;82971;28812;119102;59155
58305;62803;28433;95333;60359
45472;48219;29563;65346;57049
33199;35734;21835;53778;43814
45966;46488;21104;75252;44659
44726;45144;18077;69077;39711
28199;29127;15701;43933;35000
42475;45061;17833;70524;42979
22894;24623;8018;36112;16132
44224;42138;15897;61550;33388
26984;32976;15874;52434;41705
36660;35781;19693;58275;45455
26026;23026;14649;36494;28670
32907;29585;20717;40072;36419
82945;77632;40493;114794;86574
65610;60108;34058;88848;69395
65969;77052;26355;117335;60778
69114;75356;35789;110553;73871
57476;66673;28712;102623;56887
60863;74048;31983;118811;75892
37712;53057;26086;90116;69030
27025;34321;10811;55120;23238
43021;49158;16972;74780;35075
34673;34477;13398;52052;26161
58000;53824;16364;83701;29395
51309;49019;15241;79727;27444
46720;48512;10266;77500;19977
35012;35122;8975;58814;16388
28440;30955;9310;52814;20078
59380;61123;18995;87814;42469
78697;74921;22835;106544;41374
42291;46853;10902;78677;23483
42075;42088;12971;72378;24748
91135;92219;31998;129472;68766
60556;56081;21239;77957;38731
64680;64044;20020;98909;42802
36064;32216;19080;55812;39807
36489;38765;15496;66621;36695
69501;66681;24283;94214;45730
79526;72689;32064;93581;59518
76741;73076;28392;103677;53219
48352;52452;25328;77515;53067
28030;26127;28232;39415;60598
24638;26570;13778;39002;30655
30297;35238;11123;60786;30367
27767;33549;10969;58795;28827
13517;19438;9577;32222;23218
32739;37163;4370;70383;7793
20571;27146;4741;49818;10736
13616;25698;6982;50227;21207
10950;21366;3354;44827;6610
8366;15554;2797;33705;4420
9630;16145;2842;35399;4529
10016;16748;2951;36229;4448
9458;12592;3164;25897;4218
8963;9657;2939;18532;3742
13242;15258;3817;29325;6968
11033;14363;4196;25169;7320
7542;11805;3152;21809;4828
15672;22752;5489;40732;13155
15641;20906;4795;38410;11338
52247;81326;27832;125232;76409
84553;90440;67361;117593;132697
110734;108813;83689;142186;165220
150824;164949;101794;209127;201485
93751;104584;77059;148890;178360
126426;136389;73571;178037;158124
68017;77129;29419;116071;69538
45594;58809;10207;103753;30121
17908;33728;8360;69048;27647
28019;41080;11959;78985;36944
23296;29803;6540;53820;14192
22014;28795;6907;52874;16131
21678;28030;6594;51550;14932
33864;40320;6466;74165;14324
31786;35957;5021;61237;12195
19090;19537;5660;34190;11959
17342;17139;5479;32937;10427
20048;21188;6780;39310;13599
21044;22314;8063;39879;15958
20338;16629;6365;28965;10954
28167;27139;7557;47539;14480
3610;7287;2752;11933;3042
6425;9967;4214;15035;6644
9362;11502;5987;18442;9134
12705;11136;6712;20080;11707
15619;15527;9088;26171;17802
13846;13782;8204;24088;16630
22294;23246;8310;41477;18158
40938;35711;12904;53352;22083
1459;2350;2220;2893;2226
5091;8017;2751;15402;4538
5711;8777;3130;15293;5377
6942;11158;4456;21092;10973
6883;9866;3817;16716;7067
6515;9293;3641;15046;6289
6965;12392;6215;24744;15804
16227;21985;9396;42362;22917
16113;23167;10528;48112;31649
8997;13107;5025;25435;12411
17407;23697;6347;46506;17647
19493;20973;5647;35172;10113
10217;14448;5668;29498;15519
15533;18223;4712;35152;10151
11536;15480;4515;29526;10548
17844;19018;11219;33094;21316
37206;33006;19812;56042;40517
43421;37547;25025;61399;51912
14415;30665;13040;53653;47542
26231;39947;18904;79655;66716
28951;35768;10853;65655;22200
23554;34652;5347;71875;17653
20586;23992;3899;50118;11463
21105;24514;3966;49688;10272
6759;9558;5145;12387;8471
8773;12024;5279;16733;9438
6216;8760;2421;13996;3077
9648;12311;3122;23285;4860
13405;17347;3821;36587;7570
12363;14961;3927;28953;6600
15013;17807;3815;33900;5862
18222;21796;8308;42238;19993
13876;16313;7931;29094;18023
32578;38408;19720;63577;48231
56209;69780;25563;108148;59701
9819;12021;5030;17958;9023
10139;12517;5003;21816;10434
12178;15517;5892;30182;12805
11420;16290;8373;29472;21607
12897;16546;6915;28778;17202
8559;11115;7157;20861;17319
18081;25733;15053;51894;37952
25176;34993;11285;69151;25123
16584;24473;8316;49955;22310
29002;34864;10711;60433;25199
31689;38889;18178;64456;43782
24365;29115;10171;55667;24574
32119;36981;5202;66344;10838
31279;38971;9937;68948;25120
17465;23156;5643;45010;14232
19427;24114;9102;40528;20638
48324;53273;17678;82008;36056
25016;31510;11804;54909;23912
92257;92731;38047;122846;71060
55354;74661;18121;110694;47132
37728;46158;19519;77464;44022
27917;35688;15722;62586;37813
45308;58948;19518;95938;44668
49310;57827;11445;98405;24380
40306;53885;25716;89478;58758
30330;39284;9441;66504;23020
61094;70998;21689;105828;49915
63994;76755;17108;121962;41867
65487;83319;45244;135320;106488
86009;99010;46310;142337;98163
70037;78587;26917;118344;52340
67957;79499;20172;122456;42445
45189;52372;11732;84734;25830
33543;37312;15923;59748;34449
24706;32289;12650;55815;32718
50147;55770;22792;90208;47287
67874;78745;28929;120599;61568
57387;76380;22618;126796;57687
52759;58058;18808;92791;36103
20060;28223;8257;49876;18496
44507;45205;15038;69859;27752
44547;43904;13054;67753;26384
22871;31336;16422;52157;40780
25787;37575;12060;63022;31530
28867;34400;18157;56064;41085
24510;33074;12725;58581;31108
33435;36224;14707;61866;34046
40723;48113;13753;77745;31668
54294;55706;22265;79546;41243
47239;49117;17824;76361;35332
27861;30585;10345;50831;19818
28820;32173;17290;50770;39606
12654;17832;11493;32301;34960
18226;22620;13282;37323;33994
